Ticker,Name,Description,Mrkt Cap,Sector
CHMI,Cherry Hill Mortgage Investment,Mortgage Real Estate Investment Trus...,148.08M,Real Estate
CHNG,Change Healthcare,Health Care Technology,6.66B,Healthcare
CHNR,China Natural Resources,Metals & Mining,23.75M,Materials
CHPM,CHP Merger,Shell Companies,379.50M,Financials
CHPT,ChargePoint Holdings,Specialty Retail,6.31B,Discretionary
CHRA,Charah Solutions,Commercial Services & Supplies,158.02M,Industrial
CHRS,Coherus BioSciences,Biotechnology,1.23B,Healthcare
CHRW,C.H. Robinson Worldwide,Air Freight & Logistics,13.99B,Industrial
CHS,Chico's FAS,Specialty Retail,659.28M,Discretionary
CHT,Chunghwa Telecom Co.,Diversified Telecommunication Services,32.74B,Communication
CHTR,Charter Communications,Media,116.89B,Communication
CHUY,Chuy's Holdings,"Hotels, Restaurants & Leisure",596.44M,Discretionary
CHWA,CHW Acquisition,Blank Check / SPAC,153.42M,SPAC
CHWY,Chewy,Internet & Direct Marketing Retail,24.65B,Information Technology
CHX,ChampionX,Energy Equipment & Services,4.08B,Energy
CI,Cigna,Health Care Providers & Services,76.11B,Healthcare
CIA,Citizens,Insurance,264.38M,Financials
CIAN,Cian PLC,Real Estate Services,851.29M,Real Estate
CIB,Bancolombia,Banks,7.89B,Financials
CIDM,Cinedigm,Entertainment,202.85M,Communication
CIEN,Ciena,Communications Equipment,11.92B,Industrial
CIFR,Cipher Mining,Capital Markets,1.14B,Financials
CIG,Companhia Energetica de Minas Gerais,Electric Utilities,4.52B,Utilities
CIGI,Colliers International Group,Real Estate Management & Development,6.51B,Real Estate
CIH,China Index Holdings,Professional Services,87.71M,Services
CIIG,CIIG Capital Partners II,Blank Check / SPAC,302.27M,SPAC
CIM,Chimera Investment,Mortgage Real Estate Investment Trus...,3.57B,Real Estate
CINF,Cincinnati Financial,Insurance,18.36B,Financials
CING,Cingulate,Biotechnology,29.57M,Healthcare
CINR,Ciner Resources LP,Chemicals,326.34M,Materials
CINT,CI&T Inc.,Software-Infrastructure,1.57B,Information Technology
CIO,City Office REIT,Equity Real Estate Investment Trusts...,858.89M,Real Estate
CION,C?ON Investment,Asset Management,0,Financials
CIR,CIRCOR International,Machinery,550.61M,Industrials
CIT,CIT Group,Banks,5.09B,Financials
CIVB,Civista Bancshares,Banks,369.38M,Financials
CIVI,Civitas Resources,Oil & Gas E&P,1.51B,Energy
CIX,CompX International,Commercial Services & Supplies,283.28M,Industrial
CIXX,CI Financial,Asset Management,4.13B,Financials
CIZN,Citizens Holding Company,Banks,104.91M,Financials
CJJD,China Jo-Jo Drugstores,Food & Staples Retailing,15.67M,Staples
CKPT,Checkpoint Therapeutics,Biotechnology,260.53M,Healthcare
CKX,CKX Lands,Real Estate Management & Development,21.76M,Real Estate
CL,Colgate-Palmolive Company,Household Products,71.93B,Discretionary
CLAA,Colonnade Acquisition II,Blank Check / SPAC,400.54M,SPAC
CLAQ,CleanTech Acquisition,Blank Check / SPAC,214.76M,SPAC
CLAR,Clarus,Leisure Products,1.03B,Discretionary
CLAS,Class Acceleration,Blank Check / SPAC,314.06M,SPAC
CLAY,Chavant Capital Acquisition,Blank Check / SPAC,98.40M,SPAC
CLB,Core Laboratories,Energy Equipment & Services,1.03B,Energy
CLBK,Columbia Financial,Thrifts & Mortgage Finance,2.27B,Financials
CLBR,Colombier Acquisition,Blank Check / SPAC,207.86M,SPAC
CLBS,Caladrius Biosciences,Biotechnology,50.31M,Healthcare
CLBT,Cellebrite DI,Software-Infrastructure,1.50B,Information Technology
CLDT,Chatham Lodging Trust,Equity Real Estate Investment Trusts...,669.10M,Real Estate
CLDX,Celldex Therapeutics,Biotechnology,1.80B,Healthcare
CLEU,China Liberal Education Holdings,Education & Training Services,16.42M,Discretionary
CLF,Cleveland-Cliffs,Metals & Mining,10.89B,Materials
CLFD,Clearfield,Communications Equipment,1.16B,Industrial
CLGN,CollPlant Biotechnologies,Biotechnology,174.91M,Healthcare
CLH,Clean Harbors,Commercial Services & Supplies,5.43B,Industrial
CLIM,Climate Real Impact Solutions II Acquisition,Blank Check / SPAC,294.63M,SPAC
CLIR,ClearSign Technologies,"Electronic Equipment, Instruments & C...",43.57M,Industrial
CLLS,Cellectis,Biotechnology,383.07M,Healthcare
CLMT,Calumet Specialty Products Partners,"Oil, Gas & Consumable Fuels",1.04B,Energy
CLNE,Clean Energy Fuels,"Oil, Gas & Consumable Fuels",1.37B,Energy
CLNN,Clene,Biotechnology,255.03M,Healthcare
CLOE,Clover Leaf Capital,Blank Check / SPAC,163.63M,SPAC
CLOV,"Clover Health Investments,",Healthcare Plans,1.76B,Healthcare
CLPR,Clipper Realty,Equity Real Estate Investment Trusts...,159.67M,Real Estate
CLPS,CLPS Incorporation,IT Services,39.99M,Information Technology
CLPT,ClearPoint Neuro,Health Care Equipment & Supplies,265.24M,Healthcare
CLR,Continental Resources,"Oil, Gas & Consumable Fuels",16.36B,Energy
CLRB,Cellectar BioSciences,Biotechnology,40.57M,Healthcare
CLRM,Clarim Acquisition,Blank Check / SPAC,351.11M,SPAC
CLRO,ClearOne,Communications Equipment,28.90M,Industrial
CLS,Celestica,"Electronic Equipment, Instruments & C...",1.38B,Industrial
CLSD,Clearside Biomedical,Pharmaceuticals,164.08M,Healthcare
CLSK,Cleanspark,Software,394.58M,Information Technology
CLSN,Celsion,Biotechnology,46.74M,Healthcare
CLST,Catalyst Bancorp,Banks-Regional,72.31M,Financials
CLVR,Clever Leaves Holdings,Drug Manufacturers-Specialty & Generic,83.45M,Healthcare
CLVS,Clovis Oncology,Biotechnology,320.89M,Healthcare
CLVT,Clarivate,Professional Services,16.15B,Services
CLW,Clearwater Paper,Paper & Forest Products,612.00M,Materials
CLWT,Euro Tech Holdings Company,Trading Companies & Distributors,16.45M,Industrials
CLX,The Clorox Company,Household Products,21.42B,Discretionary
CLXT,Calyxt,Biotechnology,82.02M,Healthcare
CM,Canadian Imperial Bank of Commerce,Banks,52.56B,Financials
CMA,Comerica,Banks,11.41B,Financials
CMAX,CareMax,Health Information Services,668.73M,Healthcare
CMBM,Cambium Networks,Communications Equipment,682.94M,Industrial
CMC,Commercial Metals Company,Metals & Mining,4.41B,Materials
CMCL,Caledonia Mining,Metals & Mining,148.74M,Materials
CMCM,Cheetah Mobile,Software,192.91M,Information Technology
CMCO,Columbus McKinnon,Machinery,1.32B,Industrials
CMCSA,Comcast,Media,229.95B,Communication
CMCT,CIM Commercial Trust,Equity Real Estate Investment Trusts...,171.76M,Real Estate
CME,CME Group,Capital Markets,82.11B,Financials
CMG,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",49.19B,Discretionary
CMI,Cummins,Machinery,31.20B,Industrials
CMLS,Cumulus Media,Media,230.66M,Communication
CMMB,Chemomab Therapeutics,Biotechnology,78.67M,Healthcare
CMP,Compass Minerals International,Metals & Mining,1.74B,Materials
CMPI,Checkmate Pharmaceuticals,Biotechnology,62.08M,Healthcare
CMPO,CompoSecure,Shell Companies,230.53M,Financials
CMPR,Cimpress,Commercial Services & Supplies,1.87B,Industrial
CMPS,COMPASS Pathways,Health Care Providers & Services,922.26M,Healthcare
CMPX,Compass Therapeutics,Biotechnology,310.76M,Healthcare
CMRE,Costamare,Marine,1.56B,Industrials
CMRX,Chimerix,Biotechnology,558.53M,Healthcare
CMS,CMS Energy,Multi-Utilities,18.84B,Utilities
CMT,Core Molding Technologies,Chemicals,68.79M,Materials
CMTG,Claros Mortgage Trust,REIT-Mortgage,2.28B,Real Estate
CMTL,Comtech Telecommunications,Communications Equipment,624.17M,Industrial
CNA,CNA Financial,Insurance,11.96B,Financials
CNC,Centene,Health Care Providers & Services,48.08B,Healthcare
CNCE,Concert Pharmaceuticals,Biotechnology,109.18M,Healthcare
CND,Concord Acquisition,Blank Check / SPAC,366.62M,SPAC
CNDA,Concord Acquisition II,Blank Check / SPAC,304.69M,SPAC
CNDB,Concord Acquisition III,Blank Check / SPAC,358.88M,SPAC
CNDT,Conduent,IT Services,1.14B,Information Technology
CNET,ZW Data Action Technologies,Media,35.33M,Communication
CNEY,CN Energy Group,Specialty Chemicals,58.32M,Materials
CNF,CNFinance Holdings,Thrifts & Mortgage Finance,279.82M,Financials
CNFR,Conifer Holdings,Insurance,22.52M,Financials
CNHI,CNH Industrial,Machinery,26.31B,Industrials
CNI,Canadian National Railway Company,Road & Rail,86.78B,Industrials
CNK,Cinemark Holdings,Entertainment,1.93B,Communication
CNM,Core & Main,Industrial Distribution,4.86B,Industrials
CNMD,CONMED,Health Care Equipment & Supplies,4.15B,Healthcare
CNNB,Cincinnati Bancorp,Banks-Regional,42.48M,Financials
CNNE,Cannae Holdings,Diversified Financial Services,3.13B,Financials
CNO,CNO Financial Group,Insurance,2.94B,Financials
CNOB,ConnectOne Bancorp,Banks,1.30B,Financials
CNP,CenterPoint Energy,Multi-Utilities,17.55B,Utilities
CNQ,Canadian Natural Resources,"Oil, Gas & Consumable Fuels",49.72B,Energy
CNR,Cornerstone Building Brands,Building Products,2.20B,Industrial
CNS,Cohen & Steers,Capital Markets,4.46B,Financials
CNSL,Consolidated Communications Holdings,Diversified Telecommunication Services,851.75M,Communication
CNSP,CNS Pharmaceuticals,Pharmaceuticals,19.61M,Healthcare
CNTA,Centessa Pharmaceuticals,Biotechnology,1.01B,Healthcare
CNTB,Connect Biopharma Holdings,Biotechnology,296.04M,Healthcare
CNTG,Centogene,Biotechnology,117.70M,Healthcare
CNTQ,Chardan NexTech Acquisition 2,Blank Check / SPAC,134.60M,SPAC
CNTX,Context Therapeutics,Pharmaceuticals,27.15M,Healthcare
CNTY,Century Casinos,"Hotels, Restaurants & Leisure",360.71M,Discretionary
CNVY,Convey Holding Parent,Health Information Services,611.90M,Healthcare
CNX,CNX Resources,"Oil, Gas & Consumable Fuels",2.90B,Energy
CNXC,Concentrix,IT Services,9.35B,Information Technology
CNXN,PC Connection,"Electronic Equipment, Instruments & C...",1.13B,Industrial
CO,Global Cord Blood,Health Care Providers & Services,509.30M,Healthcare
COCO,The Vita Coco Company,Beverages-Non-Alcoholic,619.89M,Discretionary
COCP,Cocrystal Pharma,Pharmaceuticals,63.35M,Healthcare
CODA,Coda Octopus Group,"Electronic Equipment, Instruments & C...",86.86M,Industrial
CODI,Compass Diversified Holdings,Diversified Financial Services,2.02B,Financials
CODX,Co-Diagnostics,Health Care Equipment & Supplies,260.40M,Healthcare
COE,China Online Education Group,Diversified Consumer Services,26.02M,Discretionary
COF,Capital One Financial,Consumer Finance,61.75B,Financials
COFS,ChoiceOne Financial Services,Banks,200.64M,Financials
COGT,Cogent Biosciences,Biotechnology,341.92M,Healthcare
COHN,Cohen & Company,Capital Markets,25.14M,Financials
COHR,Coherent,"Electronic Equipment, Instruments & C...",6.60B,Industrial
COHU,"Cohu, Inc.",Semiconductors & Semiconductor Equipment,1.85B,Information Technology
COIN,Coinbase Global,Software-Application,66.10B,Information Technology
COKE,Coca-Cola Consolidated,Beverages,5.80B,Discretionary
COLB,Columbia Banking System,Banks,2.57B,Financials
COLD,Americold Realty Trust,Equity Real Estate Investment Trusts...,8.75B,Real Estate
COLI,Colicity,Blank Check / SPAC,420.47M,SPAC
COLL,Collegium Pharmaceutical,Pharmaceuticals,645.74M,Healthcare
COLM,Columbia Sportswear Company,"Textiles, Apparel & Luxury Goods",6.35B,Discretionary
COMM,CommScope Holding Company,Communications Equipment,2.26B,Industrial
COMP,Compass,Software-Application,3.63B,Information Technology
COMS,ComSovereign Holding,Telecom Services,60.34M,Communication
CONE,CyrusOne,Equity Real Estate Investment Trusts...,11.62B,Real Estate
CONN,Conn's,Specialty Retail,694.23M,Discretionary
CONX,CONX Corp.,Blank Check / SPAC,920.92M,SPAC
COO,The Cooper Companies,Health Care Equipment & Supplies,20.70B,Healthcare
COOK,Traeger,"Furnishings, Fixtures & Appliances",1.43B,Discretionary
COOL,Corner Growth Acquisition,Blank Check / SPAC,490.00M,SPAC
COOP,Mr. Cooper Group,Thrifts & Mortgage Finance,3.13B,Financials
COP,ConocoPhillips,"Oil, Gas & Consumable Fuels",95.20B,Energy
COR,CoreSite Realty,Equity Real Estate Investment Trusts...,7.49B,Real Estate
CORR,CorEnergy Infrastructure Trust,Equity Real Estate Investment Trusts...,46.53M,Real Estate
CORS,Corsair Partnering,Blank Check / SPAC,263.52M,SPAC
CORT,Corcept Therapeutics,Pharmaceuticals,2.29B,Healthcare
COST,Costco Wholesale,Food & Staples Retailing,251.74B,Staples
COTY,Coty Inc.,Personal Products,8.59B,Discretionary
COUP,Coupa Software,Software,11.80B,Information Technology
COUR,Coursera,Education & Training Services,3.44B,Discretionary
COVA,COVA Acquisition,Blank Check / SPAC,366.00M,SPAC
COWN,Cowen,Capital Markets,985.06M,Financials
CP,Canadian Pacific Railway,Road & Rail,66.87B,Industrials
CPA,Copa Holdings,Airlines,3.51B,Industrial
CPAA,Conyers Park III Acquisition,Blank Check / SPAC,435.09M,SPAC
CPAC,Cementos Pacasmayo,Construction Materials,532.57M,Materials
CPAR,Catalyst Partners Acquisition,Blank Check / SPAC,435.07M,SPAC
CPB,Campbell Soup Company,Food Products,13.11B,Staples
CPE,Callon Petroleum Company,"Oil, Gas & Consumable Fuels",2.90B,Energy
CPF,Central Pacific Financial,Banks,787.84M,Financials
CPG,Crescent Point Energy,"Oil, Gas & Consumable Fuels",3.11B,Energy
CPHC,Canterbury Park Holding,"Hotels, Restaurants & Leisure",82.88M,Discretionary
CPHI,China Pharma Holdings,Pharmaceuticals,22.85M,Healthcare
CPIX,Cumberland Pharmaceuticals,Pharmaceuticals,68.90M,Healthcare
CPK,Chesapeake Utilities,Gas Utilities,2.57B,Utilities
CPLG,CorePoint Lodging,Equity Real Estate Investment Trusts...,915.00M,Real Estate
CPLP,Capital Product Partners,"Oil, Gas & Consumable Fuels",312.45M,Energy
CPNG,Coupang,Internet Retail,51.46B,Information Technology
CPOP,Pop Culture Group ,Advertising Agencies,87.30M,Communication
CPRI,Capri Holdings,"Textiles, Apparel & Luxury Goods",9.77B,Discretionary
CPRT,Copart,Commercial Services & Supplies,35.96B,Industrial
CPRX,Catalyst Pharmaceuticals,Biotechnology,698.11M,Healthcare
CPS,Cooper-Standard Holdings,Auto Components,380.77M,Industrial
CPSH,CPS Technologies,"Electronic Equipment, Instruments & C...",54.39M,Industrial
CPSI,Computer Programs & Systems,Health Care Technology,429.20M,Healthcare
CPSR,Capstar Special Purpose Acquisition,Blank Check / SPAC,343.62M,SPAC
CPSS,Consumer Portfolio Services,Consumer Finance,249.72M,Financials
CPT,Camden Property Trust,Equity Real Estate Investment Trusts...,18.26B,Real Estate
CPTK,Crown PropTech Acquisitions,Blank Check / SPAC,341.55M,SPAC
CPUH,Compute Health Acquisition,Blank Check / SPAC,1.05B,SPAC
CQP,Cheniere Energy Partners LP,"Oil, Gas & Consumable Fuels",20.45B,Energy
CR,Crane Co.,Machinery,5.97B,Industrials
CRAI,CRA International,Professional Services,693.39M,Services
CRBP,Corbus Pharmaceuticals Holdings,Biotechnology,77.10M,Healthcare
CRBU,Caribou Biosciences,Biotechnology,908.30M,Healthcare
CRC,California Resources,"Oil, Gas & Consumable Fuels",3.43B,Energy
CRCT,Cricut,Computer Hardware,4.91B,Industrial
CRD.A,Crawford & Company,Insurance Brokers,385.22M,Financials
CRD.B,Crawford & Company,Insurance Brokers,385.22M,Financials
CRDF,Cardiff Oncology,Biotechnology,252.20M,Healthcare
CRDL,Cardiol Therapeutics,Drug Manufacturers-Specialty & Generic,109.70M,Healthcare
CREG,China Recycling Energy,Commercial Services & Supplies,38.24M,Industrial
CRESY,Cresud SACIF y A.,Real Estate Management & Development,566.65M,Real Estate
CREX,Creative Realities,Media,16.71M,Communication
CRGY,Crescent Energy Company,Utilities-Diversified,2.16B,Utilities
CRH,CRH Plc,Construction Materials,40.70B,Materials
CRHC,Cohn Robbins Holdings,Shell Companies,1.02B,Financials
CRI,Carter's,"Textiles, Apparel & Luxury Goods",4.28B,Discretionary
CRIS,Curis,Biotechnology,436.06M,Healthcare
CRK,Comstock Resources,"Oil, Gas & Consumable Fuels",1.88B,Energy
CRKN,Crown ElectroKinetics,Specialty Chemicals,60.00M,Materials
CRL,Charles River Laboratories International,Life Sciences Tools & Services,19.01B,Healthcare
CRM,Salesforce.com,Software,250.32B,Information Technology
CRMD,CorMedix,Pharmaceuticals,173.29M,Healthcare
CRMT,America's Car-Mart,Specialty Retail,666.52M,Discretionary
CRNC,Cerence,Software,3.00B,Information Technology
CRNT,Ceragon Networks,Communications Equipment,215.38M,Industrial
CRNX,Crinetics Pharmaceuticals,Biotechnology,1.35B,Healthcare
CRON,Cronos Group,Pharmaceuticals,1.46B,Healthcare
CROX,Crocs,"Textiles, Apparel & Luxury Goods",7.55B,Discretionary
CRS,Carpenter Technology,Metals & Mining,1.41B,Materials
CRSP,CRISPR Therapeutics AG,Biotechnology,5.80B,Healthcare
CRSR,Corsair Gaming,"Technology Hardware, Storage & Periph...",1.98B,Information Technology
CRT,Cross Timbers Royalty Trust,"Oil, Gas & Consumable Fuels",68.76M,Energy
CRTD,Creatd,Internet Content & Information,34.06M,Information Technology
CRTO,Criteo,Media,2.36B,Communication
CRTX,Cortexyme,Biotechnology,377.06M,Healthcare
CRU,Crucible Acquisition,Blank Check / SPAC,315.03M,SPAC
CRUS,Cirrus Logic,Semiconductors & Semiconductor Equipment,5.26B,Information Technology
CRVL,CorVel,Health Care Providers & Services,3.69B,Healthcare
CRVS,Corvus Pharmaceuticals,Biotechnology,112.18M,Healthcare
CRWD,CrowdStrike Holdings,Software,46.96B,Information Technology
CRWS,Crown Crafts,"Textiles, Apparel & Luxury Goods",73.36M,Discretionary
CRXT,Clarus Therapeutics Holdings,Drug Manufacturers-General,22.24M,Healthcare
CRY,CryoLife,Health Care Equipment & Supplies,800.36M,Healthcare
CRZN,Corazon Capital V838 Monoceros,Blank Check / SPAC,248.64M,SPAC
CS,Credit Suisse Group AG,Capital Markets,23.22B,Financials
CSBR,Champions Oncology,Life Sciences Tools & Services,112.98M,Healthcare
CSCO,Cisco Systems,Communications Equipment,267.27B,Industrial
CSCW,Color Star Technology Co.,Entertainment,73.38M,Communication
CSGP,CoStar Group,Professional Services,31.21B,Services
CSGS,CSG Systems International,IT Services,1.88B,Information Technology
CSII,Cardiovascular Systems,Health Care Equipment & Supplies,761.54M,Healthcare
CSIQ,Canadian Solar,Semiconductors & Semiconductor Equipment,1.88B,Information Technology
CSL,Carlisle Companies,Industrial Conglomerates,12.97B,Industrials
CSLT,Castlight Health,Health Care Technology,249.68M,Healthcare
CSPI,CSP Inc.,IT Services,38.63M,Information Technology
CSPR,Casper Sleep,Specialty Retail,278.04M,Discretionary
CSR,Centerspace,"Electronic Equipment, Instruments & C...",1.58B,Industrial
CSSE,Chicken Soup for the Soul Entertainment,Entertainment,227.26M,Communication
CSTA,Constellation Acquisition I,Blank Check / SPAC,386.74M,SPAC
CSTE,Caesarstone,Building Products,390.89M,Industrial
CSTL,Castle Biosciences,Biotechnology,1.08B,Healthcare
CSTM,Constellium SE,Metals & Mining,2.54B,Materials
CSTR,CapStar Financial Holdings,Banks,466.17M,Financials
CSV,Carriage Services,Diversified Consumer Services,1.07B,Discretionary
CSWC,Capital Southwest,Capital Markets,590.06M,Financials
CSWI,CSW Industrials,Building Products,1.91B,Industrial
CSX,CSX Corporation,Road & Rail,83.40B,Industrials
